date,hour,minute,city_area,ufo_shape,description,longitude,latitude,weekdats,month_name
2011-10-20,15,00,mays landing,other,House shaking and pictures moving along with audible rumbling.  According to the news&#44 USGS reports no seismic activity.,-74.7280556,39.4522222,Thursday,October
2011-10-21,20,00,east orange,formation,4 lights in the sky that swirled around our heads making a square/ diamond shape and that followed us about 9 blocks home,-74.2052778,40.7672222,Friday,October
2012-10-21,05,30,stewartsville,egg,What the heck was that?,-75.1113889,40.6936111,Sunday,October
2013-10-21,21,00,barnegat,fireball,Object appearing to be a burning object flew low at constant speed and altitude.,-74.2233333,39.7530556,Monday,October
2013-10-02,22,00,waretown,rectangle,Three lights moving very slowly then turned north revealing 2 add&#39l red lights. Hovered for several minutes.,-74.1955556,39.7913889,Wednesday,October
2011-10-22,22,30,mile marker 41 garden state parkway,fireball,Orange fireball objects in sky in new jersey,-75.553649,39.736928,Saturday,October
2011-10-22,22,45,east hanover,light,Four lights dancing in a circular formation constantly moving&#44 lasted a long time.,-74.3652778,40.82,Saturday,October
2011-10-23,00,00,shrewsbury,circle,Green circle moving downward in the sky fell for a bit and disappeared,-74.0619444,40.3294444,Sunday,October
2011-10-23,19,30,jackson,sphere,Our group at approximately 7:30 PM witnessed approximately 60 to 70 bright gold spheres.,-74.8627778,39.7763889,Sunday,October
2011-10-23,19,30,lambertville,disk,Unknown flying craft seen over West Amwell Twp&#44 Hunterdon Co&#44 NJ Oct 23&#442011 7:30pm.,-74.9433333,40.3658333,Sunday,October
2012-10-23,19,50,southampton,formation,Isosceles triangle formation of 3 brightly glowing&#44 fiery orange orbs.,-74.726579,39.927429,Tuesday,October
2013-10-23,05,28,marlboro,triangle,Large low flying aircraft with flashing red lights flying just over the tree line. Seemed very peculiar and quite dangerous.,-74.2466667,40.3152778,Wednesday,October
2012-10-24,18,23,ocean city,light,A bright white orb appeared to hover above the ground for two minutes before disappearing.,-74.575,39.2775,Wednesday,October
2013-10-24,07,00,erial,sphere,Shiny spherically shaped object traveled very quickly southeastward then disappeared after a few seconds..,-75.0066667,39.7733333,Thursday,October
2013-10-24,07,30,morristown,light,Bright fast quick light streak.,-74.4819444,40.7966667,Thursday,October
2011-10-25,04,00,north bergen,circle,While viewing the stars I saw a U.F.O  fly near by&#44in the from north to south&#44in New Jersey.,-74.0125,40.8041667,Tuesday,October
2011-10-25,05,45,bernardsville,fireball,fireball appears over rt 287 then decends fast and diagonally behind tree line,-74.5697222,40.7186111,Tuesday,October
2013-10-25,22,30,seaside park,cross,Additional Info for the Friday Oct. 25th 10:30PM Sighting of 2 UFOs in Seaside Park NJ off the Ocean front.,-74.0775,39.9266667,Friday,October
2011-10-30,17,00,hackensack,changing,To whom it may concern&#44  I am reporting my sighting from last night October 30th 2011 appx. 5:00pm eastern. I am a resident of Nort,-74.0438889,40.8858333,Sunday,October
2013-10-30,19,00,ogdensburg,light,Consistent&#44 bright lights in sky.,-74.5927778,41.0816667,Wednesday,October
2011-10-31,20,30,somers point,fireball,2 bright orange lights observed by 7 people over south jersey.,-74.595,39.3175,Monday,October
2012-10-03,23,00,beachwood,fireball,red fire looking orb that was very fast and had control over where it moved,-74.1933333,39.9388889,Wednesday,October
2013-10-04,17,20,millstone township,circle,UFO SIGHTING in NJ.,-74.4375,40.209444,Friday,October
2012-10-05,21,30,asbury park,fireball,I was standing near the beach taking my two dogs out for a walk at 21:30.  I saw numerous orange colored lights in the sky moving from,-74.0125,40.2202778,Friday,October
2013-10-05,16,45,warren,disk,Slow moving&#44 low flying disc.,-74.50048,40.634249,Saturday,October
2011-10-07,06,15,high bridge,light,My 12 year-old son noticed what appeared to be a star hovering and then moving around.  It looks like it may have been over Round Valle,-74.8961111,40.6669444,Friday,October
2010-10-09,05,00,woodland park,circle,Two yellowish orange round lights in the sky above the trees&#44 one massive light disappearing and reappearing&#33,-74.3791667,40.7027778,Saturday,October
2010-10-09,21,20,belmar,light,Orange ball crossing over Belmar&#44 NJ,-74.0222222,40.1783333,Saturday,October
2012-10-09,19,00,collingswood,fireball,Orange sphere over philadelphia.,-75.0716667,39.9180556,Tuesday,October
2012-11-10,19,00,bayville,fireball,Two red fireballs&#44 so close then shot up and disappeared.,-74.1552778,39.9091667,Saturday,November
2013-11-10,14,00,west orange,rectangle,Rectangular waving figure.,-74.2330556,40.7705556,Sunday,November
2012-11-11,22,00,galloway,circle,Bright white&#44 looks like 2 stars very close together yet jumping not flying in any direction,-74.559688,39.492824,Sunday,November
2014-01-11,03,00,bayville,unknown,Strange loud booming noises unknown origin.,-74.1552778,39.9091667,Saturday,January
2013-11-13,04,35,florham park,light,Blue light observed over RT 24 northbound in the early morning.,-74.3886111,40.7877778,Wednesday,November
2013-11-13,20,00,toms river,triangle,Triangle craft seen over Toms River&#44 N.J.,-74.1983333,39.9536111,Wednesday,November
2012-11-14,17,30,allenwood,triangle,Triangle&#44 rainbow lights over Garden State Parkway.,-74.1002778,40.1413889,Wednesday,November
2011-11-15,21,45,perth amboy,light,Lighted symmetrical &#8220;CROSS-HAIR LIGHT EVENT&#8221; Nov/2011,-74.2658333,40.5066667,Tuesday,November
2012-11-15,00,00,toms river,circle,Green UFO,-74.1983333,39.9536111,Thursday,November
2013-11-15,17,00,washington township,sphere,Bright white&#44 stationary light over Washington Township NJ.,-75.068333,39.74,Friday,November
2013-11-16,18,00,brick,light,2 lights traveling north west one went left than right than forward than backwards than left than right than dropped down out of sight,-74.137183,40.057838,Saturday,November
2012-11-17,17,00,jersey city,disk,Orange lights in sky above New jersey,-74.0780556,40.7280556,Saturday,November
2012-11-17,18,10,hampton borough,fireball,Bright&#44 glowing reddish-orange fireballs in the evening sky.,-74.964715,40.704347,Saturday,November
2013-11-17,18,45,newark,fireball,large Reddish White fireball coming through the foggy sky near Newark Airport.,-74.1727778,40.7355556,Sunday,November
2013-11-18,17,30,oceanview,triangle,Two bright lights&#44 triangle shape craft.,-74.749535,39.064175,Monday,November
2014-01-01,01,00,fanwood,fireball,8 round orang red orbs came from Watching mountain area over Fanwood NJ no noise they all went in the same direction and vanished.,-74.3838889,40.6408333,Wednesday,January
2014-01-01,22,00,mount ephraim,circle,Circular craft spotted in Mount Ephraim&#44 NJ.,-75.0930556,39.8783333,Wednesday,January
2011-11-20,00,24,lopatcong,light,One white light that divded into 3 at a very fast sporatic circular motion disappearing suddenly,-75.163889,40.706389,Sunday,November
2013-11-02,07,15,haddon heights,triangle,Brite lite in the sky very very brite north to south not normal&#33 4 of us saw it moved left to right then gone?,-75.065,39.8772222,Saturday,November
2013-11-02,20,00,point pleasant by the barnegat bay,circle,Fireball low flying bright orange&#44 silent.,-74.405661,40.058324,Saturday,November
2014-01-12,17,45,river vale,egg,BRILLIANT WHITE OBJECT MOVED ACROSS EASTERN SKY&#44 LEFT NO TRAIL ARCED DOWNWARD NEVER LOOSING ITS BRILLIANCE AND DISAPPEARED BEHIND TREES,-74.0125,40.9952778,Sunday,January
2014-01-12,23,30,haledon,circle,Bright red/orange circular object in the SE sky.,-74.1866667,40.9355556,Sunday,January
2012-11-22,00,50,bayonne,other,With the trajectory of a satellite&#44 a single&#44 silent inverted orange flame passed overhead from northeast to southwest.,-74.1147222,40.6686111,Thursday,November
2012-11-22,18,10,long branch,light,Unknown object @ seen in Jersey Shore sky&#39s.  Stirs Interest?,-73.9927778,40.3041667,Thursday,November
2013-11-22,21,22,pemberton,unknown,Bright red spheres flying in formation over Pemberton&#44  N.J.&#44 Burlington County.,-74.6833333,39.9719444,Friday,November
2010-11-23,18,00,north bergen,other,THE OBJECT CHANGED COLOURS OVER NYC&amp; N.J. IN HEAVY AIRTRAFFIC. MID. AFTERNOON.,-74.0125,40.8041667,Tuesday,November
2011-11-23,00,45,bridgewater,NA,EXPLAINED: Bright lights in Somerset county NJ on 11/23/11,-74.601111,40.623333,Wednesday,November
2011-11-23,12,35,bridgewater,other,Exceptionally bright lights turned night time to day time for 4 min,-74.601111,40.623333,Wednesday,November
2011-11-24,19,50,riverside,fireball,Two large Fireballs slowly moving south to north 11-24-11,-74.9577778,40.0322222,Thursday,November
2013-11-24,18,38,williamstown,other,Strange shaped objects.,-74.9955556,39.6861111,Sunday,November
2012-11-25,20,07,manahawkin,light,Flashing light - moving rapidly - stopping...moving rapidly.,-74.2591667,39.6952778,Sunday,November
2012-11-25,21,00,vineland,light,I saw 2 large red vertical lights flying low to the ground ..made no sound.,-75.0261111,39.4861111,Sunday,November
2013-11-25,21,45,south orange,fireball,Brightly glowing orange Fireball hovering above neighborhood.  Hovered 15 seconds then ascended getting smaller until it disappeared.,-74.2616667,40.7488889,Monday,November
2013-11-26,01,30,medford,unknown,Strange redish blue lights over Medford&#44 NJ.,-74.8238889,39.9008333,Tuesday,November
2012-11-28,22,30,pleasantville,triangle,3 stationary big white light then start moving until it disapwar.,-74.5244444,39.3897222,Wednesday,November
2013-11-28,21,15,brick,circle,Purple spherical light in the sky.,-74.137183,40.057838,Thursday,November
2013-11-29,21,10,clifton,chevron,B2 Bomber/Flying Wing aircraft.,-74.163755,40.858433,Friday,November
2013-11-29,22,20,bloomfield,chevron,V shaped object heading south. No sound. Cloud color. Not lit up. Flew in a straight line visible for 7 seconds.,-74.1858333,40.8066667,Friday,November
2013-11-29,23,12,verona,triangle,Perfect flying V but with lights&#44 no birds or a plane.,-74.2405556,40.8297222,Friday,November
2013-11-29,23,30,cranford,chevron,Large&#44 silent V-shaped craft spotted traveling southeast quickly in a linear path.,-74.3,40.6583333,Friday,November
2013-11-30,19,00,bridgewater,fireball,I clearly witnessed a craft on fire that cruised over my house in a steady direction slow down then get smaller and disappear.,-74.601111,40.623333,Saturday,November
2011-01-13,19,00,ocean,flash,Flashing&#44 star like image in red and green; looked at through binoculars as image seemed to be moving. ((NUFORC Note: Sirius?  PD)),-74.029843,40.247973,Thursday,January
2014-01-13,01,00,watchung (watchung mountain; viewed from),light,Big ball of bright yellow light.,-74.4513889,40.6377778,Monday,January
2012-11-04,21,00,matawan,light,Yellow&#44 alternating lights that hovered in the sky for a few seconds then darted southward.,-74.23,40.4147222,Sunday,November
2011-11-05,19,15,flemington,formation,slow moving red and white lights,-74.8597222,40.5122222,Saturday,November
2012-11-05,03,30,kenilworth,unknown,Still hovering aircraft with loud noise that vibrated my body that swooped off after I recorded video of under a minute.,-74.2911111,40.6763889,Monday,November
2012-11-05,20,15,south orange,triangle,I was standing in my back patio looking out at a few planes in the distance&#44 as it is very dark with the current power outage. I notice,-74.2616667,40.7488889,Monday,November
2011-11-06,13,00,west long branch,rectangle,I was driving South on US Highway 36 in West Long Branch New Jersey when I saw in the distance a rectangular object floating along just,-73.9927778,40.3041667,Sunday,November
2013-11-06,20,20,north bergen,disk,Blinking red circular lights going in circle for almost an hour.,-74.0125,40.8041667,Wednesday,November
2010-11-07,12,30,haledon,other,Blue/Green Orb accompianed with Triangle object over Haledon area.,-74.1866667,40.9355556,Sunday,November
2010-11-07,20,35,franklinville,triangle,Low Flying Triangle Shaped Craft seen over Franklinville/Malaga Area.,-75.0761111,39.6180556,Sunday,November
2011-11-07,16,00,brick,circle,Witness #1 looked up at a low flying plan over home.. looked to left saw a rotating blinking object with no cloud trail showed witness,-74.137183,40.057838,Monday,November
2011-01-17,19,55,west milford,fireball,Five orange orbs of fire/light dancing in sky in West Milford&#44 NJ,-75.095,40.5686111,Monday,January
2013-11-07,14,10,route 23 north,sphere,Sited one red/orange sphere in new Jersey.,-74.352798,40.9983,Thursday,November
2013-11-07,16,26,fair lawn,unknown,No Sound Saw four Lights as Driving down 208N,-74.1322222,40.9402778,Thursday,November
2010-01-18,15,00,oldwick,triangle,Triangular object with 40+ lights hovering over Oldwick&#44 New Jersey.,-74.7477778,40.6725,Monday,January
2010-01-18,17,50,mullica hill,other,I saw what I thought was a plane flying straight with headlights on&#44 evolve into a bowtiw shape of light and shoot down to the ground.,-75.2244444,39.7391667,Monday,January
2012-11-08,19,00,bernardsville,light,11/08/12 and 11/09/12 lights in the sky,-74.5697222,40.7186111,Thursday,November
2014-01-18,00,00,paterson,light,Brilliant light coming and going Roaring noise.,-74.1722222,40.9166667,Saturday,January
2014-01-18,19,15,carteret,triangle,Black Triangle craft&#44 very large&#44 whites lights on end only.  Helo on its tale&#44 then craft disappeared.,-74.2286111,40.5772222,Saturday,January
2014-01-19,19,30,freehold,circle,Hovering light object underneath Orion&#39s Belt.,-74.2741667,40.26,Sunday,January
2014-01-19,21,15,delanco,light,Formation of silent orange lights moving across clear sky.,-74.9538889,40.0505556,Sunday,January
2011-12-10,22,04,medford,oval,We noticed a white light with green and red flashing lights and was slowly moving.  ((NUFORC Note:  Twinkling star?  PD)),-74.8238889,39.9008333,Saturday,December
2010-12-11,03,30,newport,sphere,Bright lime green orb that appeared&#44 hovered&#44 and then quickly shot downward leaving green trail.,-75.1769444,39.2966667,Saturday,December
2010-12-11,11,00,newark,other,it flew as if it was a jelly fish..but in the sky,-74.1727778,40.7355556,Saturday,December
2011-12-11,08,42,yardville,oval,Very fast moving orange oval shaped object,-74.6647222,40.1811111,Sunday,December
2012-12-11,01,57,brick township,disk,Bright object sweeping over the border of Brick/Wall Township.,-74.137183,40.057838,Tuesday,December
2012-12-11,22,00,fords,diamond,Black diamond shape object with bright white light in the middle.  Hovered for a few minutes and shot straight up into the sky.,-74.3163889,40.5291667,Tuesday,December
2010-01-21,22,45,bloomfield,other,3 lights sighted not blinking&#44 moving slow&#44 duration 5 min not jet or blimp.,-74.1858333,40.8066667,Thursday,January
2012-12-15,00,00,forked river,diamond,2 objects diamond shape&#44  moved  in Z pattern and took off  one to right one to left sidewards.,-74.1905556,39.8397222,Saturday,December
2013-12-15,21,50,aberdeen,cylinder,Low flying humming rectangular shaped object with 3 triangular lights.,-74.222115,40.417095,Sunday,December
2010-12-18,04,30,fords,light,Very Bright Light,-74.3163889,40.5291667,Saturday,December
2013-12-18,18,15,runnemede,triangle,triangular crafts with bright lights and no sound.,-75.0683333,39.8522222,Wednesday,December
2010-12-20,19,00,newark,light,Rolling strobe lights over Newark,-74.1727778,40.7355556,Monday,December
